Letter ID,Full Text
ASCC 7017,kann seite 1 bis 50 hier kopieren lassen dreissig pfennig pro seite sofort express partitur senden sofortige dringende drahtantwort =
ASCC 7018,"ich habe als Sie mir telegrafierten dem Kopisten den Auftrag gegeben, mit dem Abschreiben zu beginnen und das ist nun auch bereits geschehen. Nach der kleinen Partitur. Das kann ich nicht mehr rückgängig machen. Ich bitte Sie daher, um den Mann nicht aufzuhalten, ihm sofort express die große Partitur zu senden (seine Adresse ist: O. Fischer, Berlin N 37 Fehrbellinerstr. 84 ). Vielleicht geben Sie ihm Auftrag den ganzen I. Theil herzustellen, dann wird er es wohl für 20 Pfg per Seite tun. Jedenfalls müssen Sie nun mit ihm selbst verhandeln, denn ich fahre in 3 Tagen nach Amsterdam – Bitte senden Sie mir 2 Partituren von den Gurreliedern. Meine hat der Kopist. Eine für mich und noch eine eine noch braucht der Kopist. – Ist die Verschiebung auf den Februar denn schon sicher?? Ich wäre über eine Verschiebung sehr unglücklich, denn ich warte nun 10 Jahre drauf, dieses Werk zu hören. Der 10. Februar ist mir nicht sehr angenehm; Vielleicht gienge es so am 16. oder 17. Februar. Denn ich bin am 23. in Wien um Pelleas und die Kammersinfonie zu dirigieren!!! Nun noch etwas sehr dringendes: Bitte geben Sie mir so rasch wie möglich die Erlaubnis, dass mein Bruder die Streicherstimmen der Kammersynphonie entweder fürs Straubeverfahren kalligrafiert, oder gewöhnlich doubliert. Er hat jetzt Zeit und kanns in Ruhe an fertigen. Damit nicht wieder Zwischen fälle da sind. Mein Bruder sendet Ihnen heute eine Probeseite Kalligrafie einer Kammersynph-Stimme. Sie werden sehen, es ist ausgezeichnet. Bitte seien Sie so freundlich, mir gleich nach Erhalt dieses Briefes den Auftrag zu geben. Ich bin jetzt sehr beunruhigt und möchte wenigstens hierin sicher gehen. Hoffentlich bringen Sie alles in Ordnung!"
ASCC 7019,"bitte senden Sie umgehend an Kapellmeister Dr Heinrich Jalowetz, Stettin Dohrnstraße 1 einnen Exemplar der Partie des Waldemar (Tenor) aus den Gurre-Liedern. Jal. hat nämlich einen ausgezeichneten Tenor, der als Reserve für die Gurrelieder in Betracht kommt. Er will die Partie schleunigst mit ihm studieren und ihn mir vorführen! – Das ist mir sehr wichtig! – Zu ähnlichen Zwecken wäre es mir überhaupt wichtig, dass Sie den Klavier-Auszug doch gleich jetzt heraus geben. Man braucht ihn doch immer wieder wegen der Sänger! Wie soll ich beispiels weise mit Berger studieren! Ich habe noch immer keine Antwort wegen der Stimmen der Kammersynphonie"
ASCC 702,"es geht doch nicht, dass ich dem Dreililien-Verlag für ein Exemplar Stimmen meiner Verklärten Nacht 9166 Kronen bezalen soll! Sie kennen doch die Sachlage: dass ich von diesen Betrügern seit 6 Jahren überhaupt keine Abrechnung bekomme!! Und: so gut Sie mir 25 % für Freiexemplare etc an Idioten und Journalisten berechnen, so gut können Sie dem Autor eines seiner gesetzlichen Freiexemplare geben! Bitte prüfen Sie das also! Wann übrigens kommen Sie um unsern Vertrag zu finalisieren? Ich hoffe, Sie denken daran, dass die nächste Abrechung längst fällig ist. Wann erhalte ich die Standesaufnahme?"
ASCC 7020,"anbei noch ein Nachtrag zur Fehler-Liste meiner Pelleas Partitur Bitte veranlassen Sie sofort, dass die beiden Fehler-Listen in die Städte der nächsten Aufführungen geschickt werden. Es sind dies: Nach Mannheim und Amsterdam schicke ich selbst.– Morgen fahre ich weg! Briefe werden mir nachgesandt. Ich bin bis 28. incl in Amsterdam, Concertgebouw, dann in Haag bis 30"
ASCC 7022,"die Generalprobe findet am gleichen Tag wie die Aufführung statt: am 29. – Das Konzert, das für den Vorabend geplant war, entfällt, weil keine Sänger für die Lieder vorhanden waren. Schreiben Sie wann Sie kommen."
ASCC 7023,Herzliche Grüße Ihr Amsterdam Rijksmuseum
ASCC 7025,auf Grund meiner Amsterdamer Erfahrungen habe ich in der Pelleas-Partitur ein paar kleine Retouchen vorgenommen. Ich schicke Ihnen ein 3 mal durchgeschriebenes Verzeichnis davon und bitte Sie ein Exemplar dessen sofort nach Petersburg zu schicken und um Eintragung in die Stimmen zu ersuchen. Und außerdem das Material für die Wiener Aufführung danach korrigieren zu lassen. Ich fahre am 15. nach Petersburg
ASCC 7026,Herzl Gruß nach der 2. holländischen Aufführung (Haag). Es war wohl ein Erfolg. Mengelberg will jetzt immer M etwas von mir machen. Senden Sie ihm meine Noten. Amsterdam Dam met Paleis.
ASCC 7027,I. Bitte um sofortige Nachricht ob die 3 Fehlerverzeichnisse des von Pelleas schon nach Petersburg geschickt wurden II. Bitte senden Sie mir umgehend eine Pelleas-Partitur. Ich will dahinein einige Korrekturen auf Grund meiner Amsterdamer Erfahrungen eintragen und die nach Petersburg schicken. III. Bitte senden Sie mir sofort eine Gurre-Lieder Parti tur und IV. eine Partitur davon an Mengelberg nach Amsterdam (auch Clavierauszug). V. Wurde die Tenorpartie aus den Gurre-Liedern an Jalowetz geschickt? Bitte um sofortige Erledigung. Alles höchst dringend! – Amsterdam und Haag waren große Erfolge für mich. Ich habe dort entschieden einen Platz gewonnen. Mengel berg will der Reihe nach alles weitere von mir bringen.
ASCC 7028,"seien Sie mir nicht bös, ich kann leider in der Sache mit dem Kopisten nicht eingreifen. Denn ich habe ihm das hohe Honorar (mit Ihrer Zustimmung) nicht für die Schönheit oder besondere Qualität der Arbeit zugesagt, sondern für die Raschheit und für die Ein haltung des Lieferungstermins. Ich kann also eine solche Bedingung, da ich sie nicht vorher gestellt habe, nicht nachträglich stellen. Außerdem aber glaube ich, dass Sie beruhigt sein können. Der Kopist wurde mir von Simrock empfohlen, da wird er wohl auch gut sein. Uebrigens habe ich ihm geschrieben, er möge die Nachnahme aufheben. Ich hoffe, es wird sich also alles zur Zufriedenheit lösen. – Eben kommt Ihr Brief , betreffend den Gurrelieder Auszug. Ich kann das nicht machen, den denn ich habe gar keine Zeit; ich fahre ja schon am 15. nach Peters burg! Und mein Bruder wird große Mühe haben, mit den Kammersinfoniestimmen fertig zu werden. Er schreibt sie tatsächlich wunderschön, aber sehr langsam, was ja in Anbetracht der Schwierigkeit begreiflich ist. Aber ich glaube auch nicht, dass er so etwas machen kann. Dazu müsste er Partiturlesen können und einen Begriff davon haben, wie ein Partiturbild im Klavierauszug aussieht! Und das können manche Wiener I-Kapellmeister nicht. Jedenfalls die Kritiker nicht! – Aber ich empfehle Herrn Schmidt dazu (Bergs Schüler, also mein „Enkel“-Schüler) – Jedenfalls bitte ich Sie den Auszug so rasch, wie möglich drucken zu lassen. Es wäre fürs Werk sehr nötig! – Dann zur Partitur: Ich glaube zwar nämlich nicht, dass die 10.000 Menschen, die sich augenblicklich über meine Musik erhitzen ge rade zu jenen gehören, die an den österreichischen Geldverlegenheiten beteiligt sind. Denn sie sitzen zum größten Theil außerhalb der österreichischen Bannmeile: in England, Amsterdam, Paris, Berlin, München Petersburg etc. Dass das so ist mögen Ihnen einige Zeitungsausschnitte beweisen, die man mir unverlangt zu schickt. Außer diesen giebt es zweifellos noch viele, denn Frau Zehme besitzt vom Pierrot allein cirka 200. Aber abgesehen davon, wäre ich Ihnen sehr dankbar, wenn Sie die Partitur einstweilen inofficiel wenigstens jenen ausliefern wollten, die sie direkt verlangen. Das kann doch keinesfalls schaden. ⎣Außerdem bitte ich Sie schleunigst je eine Partitur der Gurrelieder zu senden an: Bodanzky und Mengelberg wollen beide bestimmt nächstes Jahr die Gurrelieder aufführen. Mengelberg hat mir freigestellt es so zu machen wie Mahler (seine eigenen Worte) und ihm zu sagen, was er nächstes Jahr bringen soll. Ich schlug ihm die Gurre lieder vor und er war sehr einverstanden. Bitte senden Sie diese Noten sofort!!!! Nun noch etwas: ich schreibe eben die Reinpartitur meiner „Glücklichen Hand“ (Drama mit Musik) die wäre in cirka 4–5 Wochen fertig. Nun fällt mir ein, da ich die ohnedies sehr langsam schreibe, könnte ich sie gleich auf Straubepapier schreiben, was ja nichts kostet, aber den Vorteil hätte, dass man für cirka 90–120 Mark 50–100 Exemplare sofort abdrucken lassen könnte. Man ersparte dabei die Kosten einer Abschrift, Fehlerkorrekturen und Fotografie etc. Ich höre, dass Bittner das auch so macht und finde es enorm praktisch. Aber ich täte es nur, wenn Sie entschlossen sind, das gleich machen zu lassen. Es sind etwa 60 Seiten 8 Seiten kosten bei Straube für 100 Exemplare 12 Mark und Papier. Wie Sie wissen kann man dann stets weitere Abzüge machen lassen. Sie hätten auf solche Art aufs Billigste wieder ein Werk von mir herausgegeben. Nun bitte ich Sie schleunigst um Ihre Zu sage, damit ich in der Arbeit nicht aufgehalten bin, denn ich habe schon 13 Seiten gewöhnlich ge schrieben, die ich ohnedies abschreiben muss! In Mannheim soll ein sehr großer Erfolg (und eine ausge zeichnete Aufführung) gewesen sein. Dass man in den Kritiken meine Musik der Busonis vorzieht, ist für Busoni höchst ehrenvoll. Ich beobachte das Schaffen dieses Pianisten nicht ohne Interesse, aber ich habe wirklich nicht geglaubt, dass er schon so weit ist, um mit mir verglichen zu werden. Sollte er schon so viel von mir gelernt haben? Dass das so rasch geht?!? Na, ich gönns ihm! Jetzt Schluß; ich muss anderes arbeiten."
ASCC 7030,"Ich brauche keinen neuen Abzug mehr; aber ich stelle zur Bedingung, dass dieser Abzug noch von jemandem korrigiert wird; und: dass jemand nachsieht ob alle Korrekturen auch richtig ausgeführt worden sind!! Ich habe darin schlechte Erfahrungen mit Eberle gemacht. Das Konzert ist sehr nachlässig gestochen!"
ASCC 7031,"die Orchesterlieder sind nun alle an Br. u. H. abgeschickt. Bitte wollen Sie die Fertigstellung aufs äußerste beschleunigen lassen, da Zeml. die Partituren dringend benötigt! Die Aufführung in Prag ist am 15. Jänner 1914. Bitte die Stimmen sorgfältig korrigieren zu lassen, da Zemlinsky nicht sehr viele Proben hat!"
ASCC 7033,"= erbitte telegraphisch 150 mark vorschuss auf ein neues orchesterlied und 350 mark fuer 7 konzertwochen zusammen 500 mark partitur und 2 beitraege brieflich weitere 5 beitraege naechste woche brauche dringendst Beiträge für Die Konzertwoche, eine Beilage zu Konzertprogrammen des Wiener Konzerthauses. Arnold Schönberg, Warum neue Melodien schwer verständlich sind Zum zweiten Beitrag sandte Schönberg lediglich drei Entwürfe"
ASCC 7041,habe sechsten und achten konzerte n a e hme nachher sofort arbeit vor =
ASCC 7043,"nächster Tage werde ich Ihnen einen ausführlichen Brief schreiben. Uebermorgen beginne ich an der Harmonielehre zu ar beiten. Bis jetzt wars nicht möglich. Heute bitte ich Sie, Herrn Dr. Kalmus zu erinnern, dass er mir mein Bütten Exemplar der Gurre Lieder-Partitur zu schickenDas hat er wohl ganz vergessen! Ferner bitte ich Sie in demselben Pack noch eine 2. Gurrelieder Partitur (gewöhnliche Ausgabe, unge bunden) zu ermäßigtem Preis auf Rechnung meines Schülers Fritz Kaltenborn (unter meine Garantie, aber nicht auf mein Konto!) und 1 Exemplar des Berg-Führers große Ausgabe (der hier für einen Propaganda Vortrag gebraucht wird) schicken zu lassen. Alles das auf dem raschesten Wege. Denn die Partituren werden für Special-Proben dringendst gebraucht. – Bitte bei dieser Gelegen heit sorgen Sie dafür, dass Berg-Führer (gr. u kl), Klavier Auszüge, Partituren etc spätestens Mitte Februar hier sind. Für die Pelleas Aufführung fehlte alles. Ins besondere Führer! Obwohl sie bestellt waren. Musikalienhandlung oder Buchhandlung Broekmanns klagt, dass sie die Jakobsleiter nicht vom Verlag bekommt, obwohl sie sie bestellt hat."
ASCC 7044,bitte Herrn Steinbauer – Ueber bringer dieses – ein Exemplar Pierrot-Stimmen für Rechnung des Ver. f. P. A. – also ermäßigt – zu übergeben. Er studiert die 2. Besetzung.
ASCC 7045,Ja!
ASCC 7046,"ich hatte nicht mehr Zeit, Sie vor meiner Abreise aufzusuchen, so teile ich Ihnen mit, dass ich, vorgestern abends erst angekommen, bereits an der Harmonielehre arbeite und mich auch schon mit der Jakobsleiter zu befassen anfange. Ich hoffe es wird gut gehen. Einstweilen etwas langsam, aber mein Tempo wächst rasch. ｢Ueber die Copenhagener Tournee werde ich Ihnen in einigen Tagen Nachricht geben. Prinzipiell bin ich dafür, doch müssten dazwischenliegende Städte und angrenzende Län der mitgenommen werden. In diesem Falle wäre per Teilnahme etwa 50–60 schwed. Kronen per Konzert als Honorar zu rechnen. Außerdem: ausgiebige Reise und Aufenthaltsentschädigung und eventuell Erlag des Verdienstentganges. Das Honorar für mich wäre ja nach der Zahl der Konzerte 300–500 schwedische Kronen ohne Reiseentschädigung. Agenten und sonstige Provisionen bezalen wir nicht. Dagegen erhält außerdem der V. f. P. A. 5 % vom Gesamtbetrag, da was also auch zuzuschlagen ist. Ich grüße Sie herzlichst. Besuchen Sie mich."
ASCC 7048,"Ich vermisse I. Antwort auf einen Brief über Mengelbergs-Gurre-Absichten nein; das habe ich schon bekommen. Dagegen weiß ich nicht, ob Sie das neue Vorwort der Harmonielehre erhalten haben. Hier fühlen wir uns sehr wohl. Gegenwärtig arbeite ich an Klavierstücken; dann soll der Zusammenhang drankommen und eventuell andere Kompositionen (Septett etc)"
ASCC 7050,"in Eile eine Bitte: Meine Notenpapier-Vorräte gehen plötzlich zuende. Man sagt mir, Sie hätten gutes, radierfähiges Notenpapier lagernd. Können Sie mir rasch davon etwas schicken (ich hoffe es ist nicht allzu teuer) Ich brauche dringend 24 zeiliges Hochformat 20–⎣30 Bogen 20 〃 zeiliges Quer 〃 format 15–⎣20 〃 Bogen feines Gurrelieder Papier 48 zeilig 60 cm hoch ⎣20 Bogen oder falls Sie davon nichts haben, gab es ein (ich glaube) (im halben Format) 40zeiliges 〃 20 〃 Bogen Ich arbeite augenblicklich an der Serenade und komme gut vorwärts. Möglicherweise bleibe ich noch 8–14 Tage hier."
ASCC 7051,"Es scheint, dass ein oder mehrere Briefe von mir an Sie, nicht angekommen sind. Denn über Klenau habe ich schon geschrieben: dass ich Frau Wagner die Mitwirkung außerhalb unseres Pierrot-Ensembles nicht gestatten kann. Einen Brief vom 25. Juli habe ich nicht bekommen. Dagegen habe ich schon wiederholt gefragt, ob Sie das Vorwort zur 3ten Auf lage der Harmonielehre schon bekommen haben, worauf ich bisher keine Antwort erhielt!! Aus den mir gesandten Korrekturen ersehe ich mit Schrecken, dass gegen meinen ausdrücklichen Wunsch, die Notenbeispiele vom Vorlage-Material ab gedruckt wurden. Ich muss noch einmal ersuchen, das zu unterlassen! Wer ist derjenige, der sowenig Achtung vor der Arbeit eines anderen hat, dass er sie rücksichtslos zerstört. Es geht nicht, hier einfach einen Krämer-Standpunkt ein zunehmen, sonst sende ich Ihnen nie wieder ein Manuskript!!"
ASCC 7056,"ein Jugend freund, Herr Ing. Hugo Guttmann schreibt mir wegen seines Sohnes, der bei Ihnen als Graphiker angestellt ist und sich sehr gut bewährt haben soll. Er bittet mich, bei Ihnen für Ihn zu sprechen, da ihm an der Stellung seines Sohnes viel gelegen ist. Ich wäre sehr froh, wenn es Ihnen möglich wäre meiner Fürsprache für diesen jungen Ludw. Gutmann Rechnung zu tragen. Ich kenne seine Eltern gut und nehme an, dass er ein begabter und tüchtiger Mensch ist, den Sie sicher brauchen und heran bilden können. Es wäre mir sehr lieb, wenn Sie diese Fürsprache berücksichtigten. Wie geht es Ihnen? Ich bleibe noch etwa bis 2.X hier"
ASCC 7057,"ich kann es absolut nicht zulassen, dass meine Werke in Einzeldrucken noch einmal (und zwar ohne Tantiemen für mich – denn eine einmalige Bezalung entspricht nicht unserem Tantiemen Vertrag –) gedruckt werden. Ich habe viel zu wenig geschrieben, als dass ich immer wieder solche höchst überflüssige Ansuchen bewilligen sollte. Propaganda habe ich nicht nötig. Darum dreht sichs auch diesen Buch- Artikel- und Zeitungsherausgebern gar nicht. Sondern nur darum irgendetwas zu schreiben. Wie übel so etwas ausgeht, haben Sie gelegentlich dieser Leipziger All. dt. Zeitung gesehen, der Sie, ohne mich zu fragen, eine Erlaubnis gegeben haben. Ich bitte Sie dringendst das nicht mehr zu tun! Speziell diesem Herrn Prof. Mayer-Mahr u. o. W. habe ich durch Steuermann angeboten, dass dieser unter meiner Anleitung, ihm eine Reihe von Beispielen (Taktgruppen) herausschreibt, die für meine Leistungen auf dem Gebiet des Klaviersatzes charakteristisch sind und eine kleine Erläuterung dazu versprochen. Das wäre wissenschaftlich wertvoll gewesen. Was dieser Idiot will, ist nichts anderes, als diese gewisse Compilierung, in der gar kein Verdienst steckt. Dergleichen unterstütze ich nicht! Ich hoffe, Sie sind so einsichtsvoll, wie Sie es immer in allen mir wichtigen Fragen sind und lehnen alles derartige ohne Weiteres ab! Das ist ja alles nur Humbug. Ich arbeite; werde aber doch wahrscheinlich Dienstag oder Mittwoch nächster Woche reisen."
ASCC 7058,"ich muss Ihnen schleunigst Mitteilung machen von einer großen Ueberraschung: Alban Berg hat mir vorgestern seine fertige Oper „Woyzek“ gezeigt. Ich habe nun allerdings als sicher angenommen, dass Berg etwas talentvolles zusammenbringt, aber doch meine großen Zweifel gehabt, ob er etwas wirklich theatermässiges zustande bringt. Und das ist nun die große Ueberraschung: Das ist eine Oper!! (eine echte Theatermusik!) Technisch nicht leicht, aber durchaus ausführbar; kaum so schwer, wie Schreker. Nun möchte ich Ihnen einen Rat geben und Sie vorher daran erinnern, dass ich Ihnen schon öfters gut geraten habe, z. Bsp. als ich Ihnen, noch ehe Sie mit Schreker abgeschlossen hatten, seinen großen Erfolg vorausgesagt habe: 1) Schließen Sie schleunigst einen Vertrag mit Berg. 2) Geben Sie ihm einen Vorschuss, damit er 5–6 Monate nichts anderes zu tun braucht als zu instrumentieren. 3) Schicken Sie ihn sofort nach Frankfurt zu Lert, welcher ihnen, ohne dass Berg weiß, woher er von der Oper erfahren hat, schon jetzt auf gefordert hat, die Oper in Frankfurt vorzuspielen. Das Interesse für den Stoff ist augenblicklich sehr groß. Ich bin sicher, dass das vor Allem ein bedeutender Theater-Erfolg wird (obwohl die Musik gut ist!) Ich habe einen ausgezeichneten Eindruck davon bekommen. Da sitzt alles so tadellos, als ob Berg nie etwas anderes geschrieben hätte, als Theater-Musik. Ich bleibe noch hier, um zu arbeiten; mache Fortschritte und hoffe bald zur Harmonielehre zu gelangen. P. S. Eine sehr dringende Frage: ich muss mir ein neues Notenpapier (für Jakobsleiter und anderes) machen lassen. 1) Könnten Sie recht bald kalkulieren lassen, wie teuer das kommt 2) Wenn Sie das Papier praktisch finden, könnten Sie es nicht selbst in Verlag nehmen? (Schreker und Bittner werden begeistert sein!) Es käme ja bei einer größeren Auflage viel billiger. 3) Können Sie mir Papiermuster senden lassen. Die Bedingungen für das Papier sind folgende Bitte um rascheste Einholung von Offerten."
ASCC 7059,"anbei das Muster für das Noten papier. Die Größe ist nicht ungewöhnlich; jedenfalls nach meiner Erfahrung weder beim Schreiben, noch beim Dirigieren ein Hindernis. – Dagegen sind folgende Vorteile vorhanden. Fragen Sie am besten Geidel; der ist solid. Ich bin überzeugt, dass Schreker, Bittner Wellesz und andere sehr gerne von diesem Papier auch werden haben wollen. Ich beabsichtige für meine Person wenigstens 200 Bogen zu nehmen. Wahrscheinlich nehmen auch andere meiner Bekannten. Vielleicht auch Zemlinsky (fragen Sie ihn ? ) Ich wäre Ihnen sehr dankbar, wenn Sie das Papier in der allerbesten Qualität machen ließen. Es ist so etwas schon lange ein Bedürfnis."
ASCC 7064,"Ueber das neue Notenpapier habe ich folgendes zu sagen I. der Probedruck des Liniaments entspricht zwar nicht vollkommen der Angabe (es ist um ca 12–15 mm niedriger) ist aber brauchbar. II. Das Papier betreffend: 1) Beide Sorten sind eigentlich kaum radierfähig (die Proben sind mit großer Sorgfalt gemacht – soviel Zeit hat man nicht immer!! – 69/100 scheint etwas radierfähiger 2) dass nur 69 und 70 breite Papiere da sind ist unangenehm, aber nicht unbedingt ent scheidend – der breite Rand rechts und links ist sehr nötig. – 3) Von der Höhe bitte ich, da sofern das auf den Preis keinen Einfluss hat, nichts wegzuschneiden, sondern das Blatt 50 oder 56 cm hoch zu lassen und das Raster gut in die Mitte zu setzen. Wegschneiden kann man immer – so kann man eventuell Zeilen mit der Hand zu linieren. 4) Beide Sorten sind jedoch zu dünn – da die Schrift durchschlägt und dadurch sind sie ausgeschlossen. Es müsste demnach ein stärkeres, radierfähigeres und breiteres Papier genommen werden. 5) Sie schreiben kein Wort über den Preis.Ehe ich diesen weiß, kann ich nicht bestellen. denn ins Blaue hinein kann ichs nicht! Ich bitte daher um folgende Ansätze 6) Wenn es technisch durchfürbar ist, möchte ich gerne einen Teil der Auflage anders haben. Nämlich so dass von den 32 Linien Systemen , die beiden mittleren (das ist also die das 1 5 6 . u 1 6 7 . von oben; respektive das 1 5 6 . von oben und das 1 5 6 . von unten (siehe den angehängten Zettel) auf diesem (kleineren) Teil der Auflage wegfallen, so dass damit ein Blatt entsteht, welches im Ver hältnis zum ersten Blatt (A) so aussieht wie B (der Zweck ist: mit demselben Liniament ein zweites Notenpapier für kleinere Partituren zu haben, welches dann beim leeren Raum in der Mitte auseinander geschnitten werden kann) Sollte das möglich sein, so würde ich für meine Person bestellen und falls ich weitere Teilnehmer finde III. Ich ersuchte Sie Umfrage zu halten, ob noch andere Komponisten, dieses Papier wünschen: Schreker, Bittner, Weingartner, Delius, Casella etc Ich denke, dass sich das Ganze dadurch auch noch verbilligen wird. IV. Wissen möchte ich auch noch, ob und inwie weit Nachbestellung möglich ist. V. Werden Sie das Papier in Verlag nehmen? Ich bitte um äuerst dringende Behandlung dieser Sache. Ich werde das Papier schon sehr bald brauchen. Vielleicht schon in einem Monat. Ja, wenn ich es hätte, könnte ich es für anderes schon jetzt verwenden. Jedenfalls aber, wenn ich zur Jakobsleiter komme, darf ich durch derlei nicht aufgehalten sein."
ASCC 7065,"beifolgenden Brief des Herrn Erwin Stein empfehle ich zur schleunigen und einsichtsvollen Erledigung im Interesse der Harmonielehre. Seine Korrektur ist außer ordentlich – so gut, dass ich infolge seiner Beanstandungen an je 16 Seiten 3–4 Stunden zu verbessern habe – das ist für die Neuauflage sehr wichtig und wertvoll. Seine Forderung finde ich äußerst bescheiden! Unser Telefon war einige Tage ge stört; geht aber jetzt wieder. Herr Winter hat sich noch nicht gemeldet!!"
ASCC 7066,bitte freundlichst dem Ueber reicher dieses zu Lasten meines Kontos die von ihm gewünschten Noten bis zu einer Höhe (des nach Abzug meines Rabattes sich ergebenden Betrags) von Kronen dreitausend (3000 Kronen) auszufolgen. Inhaber dieses Bons ist Frau Gertrud Greissle.
ASCC 7067,"hat Ihnen Herr Winter meine Bitte denn nicht ausgerichtet? Er versprach mir Ihnen zu sagen, dass es mir unmöglich ist, in die Stadt zu kommen und dass ich Sie bäte entweder mir einmal das Vergnügen zu machen, oder brieflich die Sache zu erledigen. Allerdings vor dem Brief schreiben habe ich noch immer Angst; da wird man nie fertig, weil es doch immer noch Details giebt über die man sich mündlich besser einigt. Ich muss Sie sehr darum bitten, doch mir auch einmal einen Ihrer Arbeitstage zu widmen. Wenn Sie (was ich Ihnen schon aus Eitelkeit glaube, aber auch au s f anderen grund viele n r Beweisen) mich wirklich schätzen, dann müssen Sie verhindern, dass ich soviel von meiner Arbeitszeit verliere! Ich brauche jede Minute jetzt. Ich habe viel vor und vieles ist im besten Gang. Wir müssen unsere Angelegenheit schleunigst ordnen, denn ich gehe sowie ich die Harmonie lehre erledigt habe (in ca 8 Tagen) nach Traun kirchen und von dort wird man lange nichts von mir hören. Ich kann nicht mehr Briefe schreiben! Ich will nur arbeiten Ich rechne bestimmt auf Ihre Einsicht! Ich stehe Ihnen jeden Tag zur Verfügung. Wenn Sie, mit klaren, meine Wünsche berücksichtigen den Vorschlägen kommen, können wir sehr rasch fertig sein. Nur dieses „Kämpfen“ hält so lange auf. Und: dass ich nicht nachgeben kann, wissen Sie so gut, wie ich. Aber ich will nicht sagen, dass ich in dem einen oder dem anderen Punkt durch ein wirkliches Aequivalent zufrieden zu stellen wäre; aber es müsste mir wirklich Gleichwertiges geboten werden. In den Hauptfragen wird das aller dings kaum möglich sein. Also bitte: fassen Sie einen Entschluss und machen wir rasch Frieden! Wir vertragen uns ja auch sonst gut."
ASCC 7069,"Von wem stammt der köstliche Einfall, mir nicht denselben Rabatt zu geben, wie den Buchhändlern? Soll man nicht einmal das von seinen Werken haben ? , dass man die alten Noten billiger bekommt, wenn man seine hergeben muss?"
ASCC 7070,Bitte Herrn Ratz gefälligst diese Noten auszufolgen
ASCC 7071,erbitte dringend vertrag =
ASCC 7074,"Herrn Ossip Schnirlin gebe ich hiemit die Erlaubnis in seinem pädagogischen Werk Stellen aus den Geigenpartien u Violapartien meiner Kompositionen als Citat zu pädagogischen Zwecken abzudrucken und knüpfe daran die Bedingungen, dass: I. de r m Abdruck nicht persönlich beleidigende Polemik angehängt werden darf und, dass II. die zitierten Stellen fehlerfrei abgedruckt werden müssen, zu welchem Zweck ich einen Bürstenabzug der mich betreffenden Stellen erhalten muss."
ASCC 7075,Bitte freundlichst diesen Brief mit der mir unbekannten Adresse zu versehen und aufzugeben
ASCC 7076,2. Juli 1922 und noch immer ohne Vertrag!!! Bitte: poco piu mosso! Jetzt wirds hier sehr schön! Hoffentlich bleibts so! Partie von Traunkirchen
ASCC 7080,"bitte freundlichst um Zusendung eines Verzeichnisses der Universal-Edition, sowie 〃 eines 〃 Verzeichnisses 〃 der Peters-Edition. Besten Dank im Voraus. Besitzen Sie ein überflüssiges Programm des Salzburger Kammermusikfestes? Ich nicht!"
ASCC 7081,"Ich schlage vor; 1. Die Beilagen betreffenden Notenbeispiele sind jedes für sich auf soviel einzelne Blätter (deren Rückseite leer bleibt) zu drucken als sie Seiten haben. 2. diese Blätter werden dem Buch lose beigegeben; z. Bsp in einer Papierschleife oder einem Kreuzband auf der letzten Seite (wie Karten in Führern. 3. Außen die Beilagen werden nummeriert: Beilage I II A, B C A1, A2 A3 etc 4. Einem diese n r Blättern wird eine eigenes Blatt angehängtbeigefügt, welches Anweisungen für die Anklebung der Beispiele enthält. U. zw. beispielsweise 1) Beilage A1 u A2: ( Notenbeispiel XY wird auf der Seite m, n o, p.... erwähnt und ist darum am besten mittels Falz an Seite a – so anzuhängen, dass sie sie herausgeklappt werden und man mit dem für auf den folgenden Text Seiten stehenden Text verglichen werden kann. 2) Beilage B – – – – – – 3) Beilage C – – – u s. w: Ich habe leider das Exemplar nicht mit, sonst würde ich Ihnen das noch besser sagen können. Es ließe sich nämlich zuerst das Allgemeine, welches für alle Beilagen gleich bleibt sagen und dann das besondere (die Seite, rechts oder links etc) und zwar ungefähr so: „Diese Beilagen sollen sind an Falzen so angehängt werden, anzuhängen, dass sie nach außen umgeklappt werden können und bei den angegebenen Seiten auf die sich auf deren Text sich auf sie bezieht mitverglichen werden können. Sie werden somit entweder am besten vor den niedrigsten Seiten den betreffenden Stellen als Fortsetzung einer linken Seite, links aufklappbar oder nach der letzten Stelle als rechte Seite rechts aufklappbar angebracht.“ Alle Beilagen müssen dann entsprechend gedruckt werden; so wie ich sage: jede Seite auf ein eigenes Blatt mit leerer Rückseite. Ich glaube das ist die beste Lösung. Weil sie einem guten und intelligenten Buchbinder nicht vorgreift, wenn der etwas besseres weiß. Bitte benachrichtigen Sie mich, ob Sie das so machen"
ASCC 7083,meines Contos an Frl. Olga Novakovič einen Betrag von höchstens 500.000 Kr. gegen Bestätigung (even tuell in mehreren Teilen . ) ferner an Herrn Fritz Kaltenborn den Gegenwert von 20 Schweizer Franken und 10 holl. Gulden (ca 570.000 Kr) zum Kurs vom 31./VIII.1922 Es wird noch Frau Dr Pappenheim-Frischauf mit einem Cheque auf den Kompass zu Ihnen kommen. Ich will einstweilen keine Gulden verkaufen.
ASCC 7104,polnauer hat manen u meine orchesterstuecke nicht gebracht benoetige dringent veranlaszet expresz entung sendung dankent
